description	gene
Aromatic compound biosynthetic process GO:0019438	atpC
Aromatic compound biosynthetic process GO:0019438	atpD
Aromatic compound biosynthetic process GO:0019438	atpG
Aromatic compound biosynthetic process GO:0019438	atpA
Aromatic compound biosynthetic process GO:0019438	atpH
Aromatic compound biosynthetic process GO:0019438	atpE
Aromatic compound biosynthetic process GO:0019438	atpB
Aromatic compound biosynthetic process GO:0019438	hemC
Aromatic compound biosynthetic process GO:0019438	cyaA
Aromatic compound biosynthetic process GO:0019438	nusG
Aromatic compound biosynthetic process GO:0019438	rpoC
Aromatic compound biosynthetic process GO:0019438	hemE
Aromatic compound biosynthetic process GO:0019438	priB
Aromatic compound biosynthetic process GO:0019438	dnaC
Pantothenate catabolic process GO:0015941	dfp
Plasma membrane succinate dehydrogenase complex GO:0045282	sdhA
Organic cyclic compound biosynthetic process GO:1901362	ribF
Organic cyclic compound biosynthetic process GO:1901362	aceF
Organic cyclic compound biosynthetic process GO:1901362	ribE
Organic cyclic compound biosynthetic process GO:1901362	nusB
Organic cyclic compound biosynthetic process GO:1901362	dxs
Organic cyclic compound biosynthetic process GO:1901362	cyoE
Organic cyclic compound biosynthetic process GO:1901362	dnaX
Organic cyclic compound biosynthetic process GO:1901362	adk
Organic cyclic compound biosynthetic process GO:1901362	holA
Organic cyclic compound biosynthetic process GO:1901362	serS
Organic cyclic compound biosynthetic process GO:1901362	kdsB
Organic cyclic compound biosynthetic process GO:1901362	tmk
Organic cyclic compound biosynthetic process GO:1901362	prs
Organic cyclic compound biosynthetic process GO:1901362	hemA
Organic cyclic compound biosynthetic process GO:1901362	ribA
Organic cyclic compound biosynthetic process GO:1901362	dicA
Organic cyclic compound biosynthetic process GO:1901362	ribC
Organic cyclic compound biosynthetic process GO:1901362	dcd
Organic cyclic compound biosynthetic process GO:1901362	pta
Organic cyclic compound biosynthetic process GO:1901362	accD
Organic cyclic compound biosynthetic process GO:1901362	guaA
Organic cyclic compound biosynthetic process GO:1901362	rpoE
Organic cyclic compound biosynthetic process GO:1901362	nadK
Organic cyclic compound biosynthetic process GO:1901362	rpoS
Organic cyclic compound biosynthetic process GO:1901362	thyA
Organic cyclic compound biosynthetic process GO:1901362	hldE
Organic cyclic compound biosynthetic process GO:1901362	dnaG
Organic cyclic compound biosynthetic process GO:1901362	rpoD
Organic cyclic compound biosynthetic process GO:1901362	nusA
Organic cyclic compound biosynthetic process GO:1901362	murA
Organic cyclic compound biosynthetic process GO:1901362	accB
Organic cyclic compound biosynthetic process GO:1901362	rpoA
Organic cyclic compound biosynthetic process GO:1901362	rpsD
Organic cyclic compound biosynthetic process GO:1901362	rplD
Organic cyclic compound biosynthetic process GO:1901362	crp
Organic cyclic compound biosynthetic process GO:1901362	aroK
Organic cyclic compound biosynthetic process GO:1901362	rfaD
Organic cyclic compound biosynthetic process GO:1901362	dfp
Organic cyclic compound biosynthetic process GO:1901362	gmk
Organic cyclic compound biosynthetic process GO:1901362	gyrB
Organic cyclic compound biosynthetic process GO:1901362	dnaN
Organic cyclic compound biosynthetic process GO:1901362	atpC
Organic cyclic compound biosynthetic process GO:1901362	atpD
Organic cyclic compound biosynthetic process GO:1901362	atpG
Organic cyclic compound biosynthetic process GO:1901362	atpA
Organic cyclic compound biosynthetic process GO:1901362	atpH
Organic cyclic compound biosynthetic process GO:1901362	atpE
Organic cyclic compound biosynthetic process GO:1901362	atpB
Organic cyclic compound biosynthetic process GO:1901362	hemC
Organic cyclic compound biosynthetic process GO:1901362	cyaA
Organic cyclic compound biosynthetic process GO:1901362	nusG
Organic cyclic compound biosynthetic process GO:1901362	rpoC
Organic cyclic compound biosynthetic process GO:1901362	hemE
Organic cyclic compound biosynthetic process GO:1901362	priB
Organic cyclic compound biosynthetic process GO:1901362	dnaC
Purine ribonucleotide binding GO:0032555	dnaK
Purine ribonucleotide binding GO:0032555	ribF
Purine ribonucleotide binding GO:0032555	murF
Purine ribonucleotide binding GO:0032555	murD
Purine ribonucleotide binding GO:0032555	murC
Purine ribonucleotide binding GO:0032555	ftsA
Purine ribonucleotide binding GO:0032555	ftsZ
Purine ribonucleotide binding GO:0032555	dksA
Purine ribonucleotide binding GO:0032555	proS
Purine ribonucleotide binding GO:0032555	lon
Purine ribonucleotide binding GO:0032555	dnaX
Purine ribonucleotide binding GO:0032555	adk
Purine ribonucleotide binding GO:0032555	cysS
Purine ribonucleotide binding GO:0032555	leuS
Purine ribonucleotide binding GO:0032555	glnS
Purine ribonucleotide binding GO:0032555	serS
Purine ribonucleotide binding GO:0032555	msbA
Purine ribonucleotide binding GO:0032555	lpxK
Purine ribonucleotide binding GO:0032555	asnS
Purine ribonucleotide binding GO:0032555	tmk
Purine ribonucleotide binding GO:0032555	lolD
Purine ribonucleotide binding GO:0032555	icd
Purine ribonucleotide binding GO:0032555	prs
Purine ribonucleotide binding GO:0032555	ribA
Purine ribonucleotide binding GO:0032555	tyrS
Purine ribonucleotide binding GO:0032555	pheT
Purine ribonucleotide binding GO:0032555	pheS
Purine ribonucleotide binding GO:0032555	thrS
Purine ribonucleotide binding GO:0032555	aspS
Purine ribonucleotide binding GO:0032555	argS
Purine ribonucleotide binding GO:0032555	accD
Purine ribonucleotide binding GO:0032555	gltX
Purine ribonucleotide binding GO:0032555	guaA
Purine ribonucleotide binding GO:0032555	der
Purine ribonucleotide binding GO:0032555	hisS
Purine ribonucleotide binding GO:0032555	hscA
Purine ribonucleotide binding GO:0032555	era
Purine ribonucleotide binding GO:0032555	rnc
Purine ribonucleotide binding GO:0032555	ffh
Purine ribonucleotide binding GO:0032555	nadK
Purine ribonucleotide binding GO:0032555	alaS
Purine ribonucleotide binding GO:0032555	hldE
Purine ribonucleotide binding GO:0032555	infB
Purine ribonucleotide binding GO:0032555	ftsH
Purine ribonucleotide binding GO:0032555	obgE
Purine ribonucleotide binding GO:0032555	lptB
Purine ribonucleotide binding GO:0032555	mreB
Purine ribonucleotide binding GO:0032555	fusA
Purine ribonucleotide binding GO:0032555	crp
Purine ribonucleotide binding GO:0032555	trpS
Purine ribonucleotide binding GO:0032555	aroK
Purine ribonucleotide binding GO:0032555	ftsY
Purine ribonucleotide binding GO:0032555	glyS
Purine ribonucleotide binding GO:0032555	glyQ
Purine ribonucleotide binding GO:0032555	gmk
Purine ribonucleotide binding GO:0032555	gyrB
Purine ribonucleotide binding GO:0032555	dnaA
Purine ribonucleotide binding GO:0032555	atpC
Purine ribonucleotide binding GO:0032555	atpD
Purine ribonucleotide binding GO:0032555	atpG
Purine ribonucleotide binding GO:0032555	atpA
Purine ribonucleotide binding GO:0032555	rbsK
Purine ribonucleotide binding GO:0032555	cyaA
Purine ribonucleotide binding GO:0032555	ubiB
Purine ribonucleotide binding GO:0032555	yihA
Purine ribonucleotide binding GO:0032555	groS
Purine ribonucleotide binding GO:0032555	rsgA
Purine ribonucleotide binding GO:0032555	mgtA
Purine ribonucleotide binding GO:0032555	valS
Purine ribonucleotide binding GO:0032555	dnaC
tryptophanyl-tRNA aminoacylation GO:0006436	trpS
NADP biosynthetic process GO:0006741	nadK
Purine ribonucleoside triphosphate binding GO:0035639	dnaK
Purine ribonucleoside triphosphate binding GO:0035639	ribF
Purine ribonucleoside triphosphate binding GO:0035639	murF
Purine ribonucleoside triphosphate binding GO:0035639	murD
Purine ribonucleoside triphosphate binding GO:0035639	murC
Purine ribonucleoside triphosphate binding GO:0035639	ftsA
Purine ribonucleoside triphosphate binding GO:0035639	ftsZ
Purine ribonucleoside triphosphate binding GO:0035639	proS
Purine ribonucleoside triphosphate binding GO:0035639	lon
Purine ribonucleoside triphosphate binding GO:0035639	dnaX
Purine ribonucleoside triphosphate binding GO:0035639	adk
Purine ribonucleoside triphosphate binding GO:0035639	cysS
Purine ribonucleoside triphosphate binding GO:0035639	leuS
Purine ribonucleoside triphosphate binding GO:0035639	glnS
Purine ribonucleoside triphosphate binding GO:0035639	serS
Purine ribonucleoside triphosphate binding GO:0035639	msbA
Purine ribonucleoside triphosphate binding GO:0035639	lpxK
Purine ribonucleoside triphosphate binding GO:0035639	asnS
Purine ribonucleoside triphosphate binding GO:0035639	tmk
Purine ribonucleoside triphosphate binding GO:0035639	lolD
Purine ribonucleoside triphosphate binding GO:0035639	prs
Purine ribonucleoside triphosphate binding GO:0035639	ribA
Purine ribonucleoside triphosphate binding GO:0035639	tyrS
Purine ribonucleoside triphosphate binding GO:0035639	pheT
Purine ribonucleoside triphosphate binding GO:0035639	pheS
Purine ribonucleoside triphosphate binding GO:0035639	thrS
Purine ribonucleoside triphosphate binding GO:0035639	aspS
Purine ribonucleoside triphosphate binding GO:0035639	argS
Purine ribonucleoside triphosphate binding GO:0035639	accD
Purine ribonucleoside triphosphate binding GO:0035639	gltX
Purine ribonucleoside triphosphate binding GO:0035639	guaA
Purine ribonucleoside triphosphate binding GO:0035639	der
Purine ribonucleoside triphosphate binding GO:0035639	hisS
Purine ribonucleoside triphosphate binding GO:0035639	hscA
Purine ribonucleoside triphosphate binding GO:0035639	era
Purine ribonucleoside triphosphate binding GO:0035639	rnc
Purine ribonucleoside triphosphate binding GO:0035639	ffh
Purine ribonucleoside triphosphate binding GO:0035639	nadK
Purine ribonucleoside triphosphate binding GO:0035639	alaS
Purine ribonucleoside triphosphate binding GO:0035639	hldE
Purine ribonucleoside triphosphate binding GO:0035639	infB
Purine ribonucleoside triphosphate binding GO:0035639	ftsH
Purine ribonucleoside triphosphate binding GO:0035639	obgE
Purine ribonucleoside triphosphate binding GO:0035639	lptB
Purine ribonucleoside triphosphate binding GO:0035639	mreB
Purine ribonucleoside triphosphate binding GO:0035639	fusA
Purine ribonucleoside triphosphate binding GO:0035639	trpS
Purine ribonucleoside triphosphate binding GO:0035639	aroK
Purine ribonucleoside triphosphate binding GO:0035639	ftsY
Purine ribonucleoside triphosphate binding GO:0035639	glyS
Purine ribonucleoside triphosphate binding GO:0035639	glyQ
Purine ribonucleoside triphosphate binding GO:0035639	gmk
Purine ribonucleoside triphosphate binding GO:0035639	gyrB
Purine ribonucleoside triphosphate binding GO:0035639	dnaA
Purine ribonucleoside triphosphate binding GO:0035639	atpC
Purine ribonucleoside triphosphate binding GO:0035639	atpD
Purine ribonucleoside triphosphate binding GO:0035639	atpG
Purine ribonucleoside triphosphate binding GO:0035639	atpA
Purine ribonucleoside triphosphate binding GO:0035639	rbsK
Purine ribonucleoside triphosphate binding GO:0035639	cyaA
Purine ribonucleoside triphosphate binding GO:0035639	ubiB
Purine ribonucleoside triphosphate binding GO:0035639	yihA
Purine ribonucleoside triphosphate binding GO:0035639	groS
Purine ribonucleoside triphosphate binding GO:0035639	rsgA
Purine ribonucleoside triphosphate binding GO:0035639	mgtA
Purine ribonucleoside triphosphate binding GO:0035639	valS
Purine ribonucleoside triphosphate binding GO:0035639	dnaC
acetyl-CoA biosynthetic process from pyruvate GO:0006086	aceF
Deoxyribonucleotide biosynthetic process GO:0009263	tmk
Deoxyribonucleotide biosynthetic process GO:0009263	dcd
Deoxyribonucleotide biosynthetic process GO:0009263	thyA
mRNA base-pairing post-transcriptional repressor activity GO:1903231	rpsO
Pyrophosphatase activity GO:0016462	ftsZ
Pyrophosphatase activity GO:0016462	lon
Pyrophosphatase activity GO:0016462	dnaX
Pyrophosphatase activity GO:0016462	guaA
Pyrophosphatase activity GO:0016462	der
Pyrophosphatase activity GO:0016462	hscA
Pyrophosphatase activity GO:0016462	era
Pyrophosphatase activity GO:0016462	ffh
Pyrophosphatase activity GO:0016462	rppH
Pyrophosphatase activity GO:0016462	infB
Pyrophosphatase activity GO:0016462	ftsH
Pyrophosphatase activity GO:0016462	obgE
Pyrophosphatase activity GO:0016462	fusA
Pyrophosphatase activity GO:0016462	ftsY
Pyrophosphatase activity GO:0016462	rsgA
Pyrophosphatase activity GO:0016462	mgtA
NAD metabolic process GO:0019674	nadK
Ribokinase activity GO:0004747	rbsK
Negative regulation of hydrolase activity GO:0051346	ftsH
Negative regulation of hydrolase activity GO:0051346	rplD
Enzyme activator complex GO:0150005	dnaN
Sucrose biosynthetic process GO:0005986	fbp
Oxidoreductase activity, acting on a heme group of donors GO:0016675	cyoD
Oxidoreductase activity, acting on a heme group of donors GO:0016675	cyoA
Monounsaturated fatty acid biosynthetic process GO:1903966	fabB
heptose-1-phosphate adenylyltransferase activity GO:0033786	hldE
Molecular function regulator activity GO:0098772	rpsT
Molecular function regulator activity GO:0098772	tsf
Molecular function regulator activity GO:0098772	dnaX
Molecular function regulator activity GO:0098772	ptsH
Molecular function regulator activity GO:0098772	grpE
Molecular function regulator activity GO:0098772	rplD
Molecular function regulator activity GO:0098772	fre
Molecular function regulator activity GO:0098772	ssb
Pigment metabolic process GO:0042440	cyoE
Pigment metabolic process GO:0042440	hemA
Pigment metabolic process GO:0042440	hemC
Pigment metabolic process GO:0042440	hemE
Ribonucleotide binding GO:0032553	dnaK
Ribonucleotide binding GO:0032553	ribF
Ribonucleotide binding GO:0032553	murF
Ribonucleotide binding GO:0032553	murD
Ribonucleotide binding GO:0032553	murC
Ribonucleotide binding GO:0032553	ftsA
Ribonucleotide binding GO:0032553	ftsZ
Ribonucleotide binding GO:0032553	dksA
Ribonucleotide binding GO:0032553	proS
Ribonucleotide binding GO:0032553	lon
Ribonucleotide binding GO:0032553	dnaX
Ribonucleotide binding GO:0032553	adk
Ribonucleotide binding GO:0032553	cysS
Ribonucleotide binding GO:0032553	leuS
Ribonucleotide binding GO:0032553	glnS
Ribonucleotide binding GO:0032553	serS
Ribonucleotide binding GO:0032553	msbA
Ribonucleotide binding GO:0032553	lpxK
Ribonucleotide binding GO:0032553	asnS
